Fecha;Cobros;Pagos_Operativos;Pagos_Programados;Flujo_Caja;Saldo_Bancario
2022-08-03;69.077,63 €;23.894,49 €;0,00 €;45.183,14 €;3.976.472,50 €
2022-08-04;46.890,62 €;23.751,83 €;0,00 €;23.138,80 €;3.999.611,30 €
2022-08-05;56.919,22 €;24.418,98 €;1.200.000,00 €;-1.167.499,77 €;2.832.111,53 €
2022-08-06;93.772,21 €;27.945,01 €;0,00 €;65.827,20 €;2.897.938,73 €
2022-08-07;85.988,67 €;26.623,90 €;0,00 €;59.364,77 €;2.957.303,51 €
2022-08-08;71.885,17 €;25.332,26 €;0,00 €;46.552,91 €;3.003.856,42 €
2022-08-09;82.148,37 €;24.377,95 €;0,00 €;57.770,42 €;3.061.626,85 €
2022-08-10;56.757,08 €;24.433,53 €;0,00 €;32.323,55 €;3.093.950,39 €
2022-08-11;59.470,29 €;25.955,49 €;0,00 €;33.514,80 €;3.127.465,19 €
2022-08-12;68.053,59 €;26.468,34 €;0,00 €;41.585,25 €;3.169.050,44 €
2022-08-13;112.821,16 €;23.484,76 €;0,00 €;89.336,40 €;3.258.386,84 €
2022-08-14;84.486,26 €;25.372,96 €;0,00 €;59.113,30 €;3.317.500,13 €
2022-08-15;68.162,29 €;21.236,76 €;0,00 €;46.925,53 €;3.364.425,66 €
2022-08-16;80.740,39 €;25.723,43 €;0,00 €;55.016,96 €;3.419.442,63 €
2022-08-17;52.955,93 €;26.824,30 €;0,00 €;26.131,63 €;3.445.574,25 €
2022-08-18;55.921,45 €;24.739,86 €;0,00 €;31.181,58 €;3.476.755,84 €
2022-08-19;62.781,15 €;28.933,05 €;0,00 €;33.848,09 €;3.510.603,93 €
2022-08-20;91.504,12 €;23.537,52 €;0,00 €;67.966,59 €;3.578.570,52 €
2022-08-21;104.836,01 €;25.734,88 €;0,00 €;79.101,13 €;3.657.671,66 €
2022-08-22;68.103,28 €;25.228,35 €;0,00 €;42.874,93 €;3.700.546,58 €
2022-08-23;51.970,30 €;25.099,40 €;0,00 €;26.870,90 €;3.727.417,48 €
2022-08-24;70.293,28 €;25.071,36 €;0,00 €;45.221,93 €;3.772.639,41 €
2022-08-25;61.549,69 €;25.514,21 €;0,00 €;36.035,48 €;3.808.674,89 €
2022-08-26;76.365,58 €;26.995,92 €;0,00 €;49.369,66 €;3.858.044,55 €
2022-08-27;90.434,12 €;28.055,47 €;0,00 €;62.378,65 €;3.920.423,20 €
2022-08-28;90.343,85 €;25.295,50 €;350.000,00 €;-284.951,65 €;3.635.471,55 €
2022-08-29;70.499,05 €;26.930,63 €;0,00 €;43.568,42 €;3.679.039,97 €
2022-08-30;72.273,41 €;23.896,47 €;0,00 €;48.376,95 €;3.727.416,92 €
2022-08-31;69.754,79 €;26.831,91 €;0,00 €;42.922,88 €;3.770.339,80 €
2022-09-01;373.820,13 €;14.037,01 €;0,00 €;359.783,12 €;4.130.122,92 €
2022-09-02;485.001,72 €;16.815,99 €;0,00 €;468.185,73 €;4.598.308,65 €
2022-09-03;406.384,60 €;18.495,96 €;0,00 €;387.888,64 €;4.986.197,29 €
2022-09-04;469.863,81 €;14.996,87 €;0,00 €;454.866,93 €;5.441.064,22 €
2022-09-05;386.913,28 €;11.891,18 €;1.200.000,00 €;-824.977,91 €;4.616.086,31 €
2022-09-06;3.277,16 €;14.357,89 €;0,00 €;-11.080,73 €;4.605.005,58 €
2022-09-07;2.650,70 €;17.027,81 €;0,00 €;-14.377,11 €;4.590.628,47 €
2022-09-08;2.412,68 €;16.009,62 €;0,00 €;-13.596,93 €;4.577.031,54 €
2022-09-09;3.410,91 €;15.553,37 €;0,00 €;-12.142,46 €;4.564.889,08 €
2022-09-10;3.174,82 €;16.693,00 €;0,00 €;-13.518,18 €;4.551.370,90 €
2022-09-11;2.747,01 €;15.906,68 €;0,00 €;-13.159,67 €;4.538.211,23 €
2022-09-12;3.779,59 €;17.006,59 €;0,00 €;-13.227,00 €;4.524.984,23 €
2022-09-13;2.833,67 €;16.559,14 €;0,00 €;-13.725,46 €;4.511.258,77 €
2022-09-14;3.070,05 €;17.462,55 €;0,00 €;-14.392,50 €;4.496.866,27 €
2022-09-15;3.188,46 €;15.718,19 €;0,00 €;-12.529,74 €;4.484.336,54 €
2022-09-16;2.744,17 €;16.537,89 €;0,00 €;-13.793,72 €;4.470.542,81 €
2022-09-17;3.289,57 €;14.719,31 €;0,00 €;-11.429,74 €;4.459.113,07 €
2022-09-18;2.787,27 €;14.277,81 €;0,00 €;-11.490,53 €;4.447.622,54 €
2022-09-19;2.848,18 €;17.740,15 €;0,00 €;-14.891,97 €;4.432.730,57 €
2022-09-20;3.735,32 €;15.504,31 €;0,00 €;-11.768,99 €;4.420.961,58 €
2022-09-21;2.533,71 €;16.387,32 €;0,00 €;-13.853,61 €;4.407.107,97 €
2022-09-22;1.847,61 €;15.365,61 €;0,00 €;-13.518,00 €;4.393.589,97 €
2022-09-23;3.859,47 €;14.300,23 €;0,00 €;-10.440,76 €;4.383.149,21 €
2022-09-24;4.328,66 €;15.196,47 €;0,00 €;-10.867,81 €;4.372.281,40 €
2022-09-25;2.851,37 €;17.333,99 €;0,00 €;-14.482,63 €;4.357.798,77 €
2022-09-26;2.085,58 €;16.012,86 €;0,00 €;-13.927,28 €;4.343.871,49 €
2022-09-27;2.898,76 €;12.612,79 €;0,00 €;-9.714,03 €;4.334.157,46 €
2022-09-28;2.910,89 €;14.857,13 €;350.000,00 €;-361.946,24 €;3.972.211,22 €
2022-09-29;2.959,04 €;17.853,44 €;0,00 €;-14.894,40 €;3.957.316,81 €
2022-09-30;2.497,31 €;14.859,30 €;0,00 €;-12.362,00 €;3.944.954,82 €
2022-10-01;487.078,06 €;12.479,28 €;0,00 €;474.598,78 €;4.419.553,59 €
2022-10-02;484.325,37 €;18.019,57 €;0,00 €;466.305,80 €;4.885.859,39 €
2022-10-03;383.379,72 €;16.203,59 €;0,00 €;367.176,13 €;5.253.035,52 €
2022-10-04;493.059,84 €;15.074,98 €;0,00 €;477.984,86 €;5.731.020,37 €
2022-10-05;560.734,25 €;14.622,87 €;1.200.000,00 €;-653.888,62 €;5.077.131,75 €
2022-10-06;3.139,98 €;16.803,53 €;0,00 €;-13.663,55 €;5.063.468,20 €
2022-10-07;2.885,34 €;14.367,02 €;0,00 €;-11.481,69 €;5.051.986,51 €
2022-10-08;2.983,00 €;16.902,38 €;0,00 €;-13.919,39 €;5.038.067,13 €
2022-10-09;3.361,63 €;15.993,29 €;0,00 €;-12.631,66 €;5.025.435,46 €
2022-10-10;2.188,66 €;15.547,02 €;0,00 €;-13.358,36 €;5.012.077,10 €
2022-10-11;3.136,20 €;15.398,27 €;0,00 €;-12.262,08 €;4.999.815,03 €
2022-10-12;2.858,77 €;14.917,55 €;0,00 €;-12.058,78 €;4.987.756,25 €
2022-10-13;3.977,91 €;16.748,46 €;0,00 €;-12.770,55 €;4.974.985,70 €
2022-10-14;2.966,91 €;13.881,99 €;0,00 €;-10.915,07 €;4.964.070,63 €
2022-10-15;3.887,94 €;12.747,11 €;0,00 €;-8.859,17 €;4.955.211,46 €
2022-10-16;2.502,13 €;16.101,66 €;0,00 €;-13.599,53 €;4.941.611,93 €
2022-10-17;3.347,63 €;16.126,86 €;0,00 €;-12.779,23 €;4.928.832,70 €
2022-10-18;3.213,70 €;15.900,36 €;0,00 €;-12.686,66 €;4.916.146,04 €
2022-10-19;2.619,48 €;15.791,59 €;0,00 €;-13.172,12 €;4.902.973,92 €
2022-10-20;3.142,70 €;14.699,19 €;400.000,00 €;-411.556,49 €;4.491.417,43 €
2022-10-21;3.660,26 €;16.361,22 €;0,00 €;-12.700,96 €;4.478.716,47 €
2022-10-22;2.892,10 €;15.111,66 €;0,00 €;-12.219,56 €;4.466.496,91 €
2022-10-23;2.208,02 €;14.449,33 €;0,00 €;-12.241,31 €;4.454.255,60 €
2022-10-24;3.045,22 €;14.712,16 €;0,00 €;-11.666,94 €;4.442.588,65 €
2022-10-25;2.602,79 €;18.210,96 €;0,00 €;-15.608,17 €;4.426.980,48 €
2022-10-26;2.882,83 €;12.577,54 €;0,00 €;-9.694,71 €;4.417.285,77 €
2022-10-27;3.013,21 €;15.929,68 €;0,00 €;-12.916,48 €;4.404.369,30 €
2022-10-28;2.201,17 €;12.661,33 €;350.000,00 €;-360.460,16 €;4.043.909,14 €
2022-10-29;2.246,17 €;15.017,65 €;0,00 €;-12.771,48 €;4.031.137,66 €
2022-10-30;3.295,03 €;14.529,56 €;0,00 €;-11.234,53 €;4.019.903,13 €
2022-10-31;2.792,64 €;12.052,46 €;0,00 €;-9.259,82 €;4.010.643,32 €
2022-11-01;329.862,78 €;15.763,56 €;0,00 €;314.099,23 €;4.324.742,54 €
2022-11-02;497.342,20 €;14.609,94 €;0,00 €;482.732,26 €;4.807.474,80 €
2022-11-03;471.718,49 €;12.031,19 €;0,00 €;459.687,30 €;5.267.162,10 €
2022-11-04;422.406,26 €;16.439,35 €;0,00 €;405.966,91 €;5.673.129,01 €
2022-11-05;392.258,49 €;17.332,51 €;1.200.000,00 €;-825.074,02 €;4.848.054,99 €
2022-11-06;3.471,90 €;17.415,19 €;0,00 €;-13.943,28 €;4.834.111,70 €
2022-11-07;3.228,68 €;15.718,43 €;0,00 €;-12.489,76 €;4.821.621,94 €
2022-11-08;4.245,30 €;15.249,09 €;0,00 €;-11.003,79 €;4.810.618,16 €
2022-11-09;3.264,09 €;17.172,23 €;0,00 €;-13.908,14 €;4.796.710,02 €
2022-11-10;3.247,85 €;17.703,58 €;0,00 €;-14.455,72 €;4.782.254,29 €
2022-11-11;2.970,54 €;16.880,35 €;0,00 €;-13.909,82 €;4.768.344,48 €
2022-11-12;3.462,39 €;13.767,69 €;0,00 €;-10.305,31 €;4.758.039,17 €
2022-11-13;3.366,54 €;15.482,02 €;0,00 €;-12.115,47 €;4.745.923,70 €
2022-11-14;3.679,86 €;15.839,27 €;0,00 €;-12.159,41 €;4.733.764,28 €
2022-11-15;2.793,34 €;12.465,57 €;0,00 €;-9.672,24 €;4.724.092,05 €
2022-11-16;2.836,30 €;15.884,04 €;0,00 €;-13.047,74 €;4.711.044,30 €
2022-11-17;2.814,45 €;18.589,49 €;0,00 €;-15.775,04 €;4.695.269,26 €
2022-11-18;3.449,40 €;16.139,90 €;0,00 €;-12.690,50 €;4.682.578,76 €
2022-11-19;3.803,19 €;17.390,12 €;0,00 €;-13.586,93 €;4.668.991,83 €
2022-11-20;2.824,58 €;15.454,37 €;0,00 €;-12.629,79 €;4.656.362,04 €
2022-11-21;2.841,61 €;15.070,17 €;0,00 €;-12.228,56 €;4.644.133,48 €
2022-11-22;3.211,04 €;15.751,91 €;0,00 €;-12.540,87 €;4.631.592,61 €
2022-11-23;2.931,12 €;13.956,26 €;0,00 €;-11.025,14 €;4.620.567,47 €
2022-11-24;3.530,03 €;13.734,34 €;0,00 €;-10.204,31 €;4.610.363,16 €
2022-11-25;1.928,11 €;17.079,46 €;0,00 €;-15.151,35 €;4.595.211,81 €
2022-11-26;2.640,65 €;17.238,51 €;0,00 €;-14.597,87 €;4.580.613,95 €
2022-11-27;2.662,79 €;13.693,34 €;0,00 €;-11.030,55 €;4.569.583,40 €
2022-11-28;1.893,82 €;16.632,00 €;350.000,00 €;-364.738,18 €;4.204.845,22 €
2022-11-29;2.572,18 €;15.049,56 €;0,00 €;-12.477,38 €;4.192.367,84 €
2022-11-30;2.596,42 €;15.689,71 €;0,00 €;-13.093,29 €;4.179.274,55 €
2022-12-01;448.044,77 €;15.870,33 €;0,00 €;432.174,44 €;4.611.448,99 €
2022-12-02;513.748,29 €;16.671,53 €;0,00 €;497.076,77 €;5.108.525,76 €
2022-12-03;445.846,97 €;15.304,08 €;0,00 €;430.542,89 €;5.539.068,65 €
2022-12-04;406.559,31 €;17.295,24 €;0,00 €;389.264,07 €;5.928.332,72 €
2022-12-05;455.252,27 €;15.644,12 €;1.200.000,00 €;-760.391,85 €;5.167.940,87 €
2022-12-06;3.578,59 €;16.116,28 €;0,00 €;-12.537,69 €;5.155.403,18 €
2022-12-07;2.566,02 €;13.930,11 €;0,00 €;-11.364,09 €;5.144.039,10 €
2022-12-08;2.598,71 €;18.417,99 €;0,00 €;-15.819,28 €;5.128.219,82 €
2022-12-09;3.333,27 €;15.884,74 €;0,00 €;-12.551,46 €;5.115.668,36 €
2022-12-10;2.943,23 €;16.249,50 €;0,00 €;-13.306,26 €;5.102.362,10 €
2022-12-11;3.377,74 €;12.767,72 €;0,00 €;-9.389,98 €;5.092.972,12 €
2022-12-12;3.047,18 €;13.945,95 €;0,00 €;-10.898,77 €;5.082.073,35 €
2022-12-13;3.404,83 €;17.036,83 €;0,00 €;-13.631,99 €;5.068.441,35 €
2022-12-14;2.536,46 €;15.610,34 €;0,00 €;-13.073,88 €;5.055.367,48 €
2022-12-15;3.047,96 €;12.309,33 €;0,00 €;-9.261,37 €;5.046.106,10 €
2022-12-16;2.948,65 €;16.737,43 €;0,00 €;-13.788,78 €;5.032.317,32 €
2022-12-17;2.446,05 €;14.364,33 €;0,00 €;-11.918,27 €;5.020.399,05 €
2022-12-18;2.272,26 €;17.296,98 €;0,00 €;-15.024,71 €;5.005.374,34 €
2022-12-19;3.396,87 €;15.048,25 €;0,00 €;-11.651,37 €;4.993.722,97 €
2022-12-20;2.878,52 €;15.487,06 €;0,00 €;-12.608,54 €;4.981.114,43 €
2022-12-21;2.542,86 €;16.948,43 €;0,00 €;-14.405,57 €;4.966.708,86 €
2022-12-22;3.005,91 €;13.833,76 €;0,00 €;-10.827,85 €;4.955.881,01 €
2022-12-23;3.618,01 €;13.690,73 €;0,00 €;-10.072,72 €;4.945.808,29 €
2022-12-24;1.913,63 €;14.885,25 €;0,00 €;-12.971,62 €;4.932.836,67 €
2022-12-25;2.305,68 €;16.420,76 €;0,00 €;-14.115,08 €;4.918.721,59 €
2022-12-26;2.592,56 €;13.183,68 €;0,00 €;-10.591,13 €;4.908.130,46 €
2022-12-27;3.784,59 €;12.677,95 €;0,00 €;-8.893,36 €;4.899.237,10 €
2022-12-28;3.195,29 €;16.415,58 €;350.000,00 €;-363.220,29 €;4.536.016,81 €
2022-12-29;3.437,66 €;14.275,53 €;0,00 €;-10.837,87 €;4.525.178,94 €
2022-12-30;2.483,92 €;14.591,66 €;0,00 €;-12.107,74 €;4.513.071,20 €
2022-12-31;2.494,23 €;12.394,78 €;0,00 €;-9.900,55 €;4.503.170,65 €
2023-01-01;488.590,69 €;14.341,53 €;0,00 €;474.249,15 €;4.977.419,80 €
2023-01-02;469.113,72 €;15.348,65 €;0,00 €;453.765,07 €;5.431.184,87 €
2023-01-03;493.636,94 €;16.755,57 €;0,00 €;476.881,37 €;5.908.066,24 €
2023-01-04;456.816,45 €;14.203,15 €;0,00 €;442.613,30 €;6.350.679,54 €
2023-01-05;480.107,19 €;17.846,06 €;1.200.000,00 €;-737.738,88 €;5.612.940,66 €
2023-01-06;3.187,06 €;14.333,17 €;0,00 €;-11.146,11 €;5.601.794,55 €
2023-01-07;3.496,88 €;14.335,36 €;0,00 €;-10.838,48 €;5.590.956,08 €
2023-01-08;3.511,50 €;17.666,04 €;0,00 €;-14.154,53 €;5.576.801,54 €
2023-01-09;2.298,06 €;15.677,19 €;0,00 €;-13.379,13 €;5.563.422,42 €
2023-01-10;1.984,37 €;14.531,96 €;0,00 €;-12.547,60 €;5.550.874,82 €
2023-01-11;3.608,87 €;15.127,30 €;0,00 €;-11.518,43 €;5.539.356,39 €
2023-01-12;3.701,86 €;17.389,61 €;0,00 €;-13.687,75 €;5.525.668,64 €
2023-01-13;2.597,69 €;17.559,30 €;0,00 €;-14.961,62 €;5.510.707,03 €
2023-01-14;2.178,08 €;14.134,81 €;0,00 €;-11.956,73 €;5.498.750,30 €
2023-01-15;3.157,52 €;15.296,35 €;0,00 €;-12.138,83 €;5.486.611,47 €
2023-01-16;3.573,42 €;15.495,24 €;0,00 €;-11.921,82 €;5.474.689,65 €
2023-01-17;4.006,80 €;13.880,64 €;0,00 €;-9.873,84 €;5.464.815,81 €
2023-01-18;3.366,15 €;15.276,47 €;0,00 €;-11.910,32 €;5.452.905,49 €
2023-01-19;2.922,14 €;15.367,98 €;0,00 €;-12.445,84 €;5.440.459,64 €
2023-01-20;2.661,43 €;17.070,31 €;400.000,00 €;-414.408,88 €;5.026.050,76 €
2023-01-21;3.113,73 €;17.171,14 €;0,00 €;-14.057,41 €;5.011.993,35 €
2023-01-22;2.958,37 €;14.866,19 €;0,00 €;-11.907,82 €;5.000.085,53 €
2023-01-23;2.600,47 €;15.039,07 €;0,00 €;-12.438,60 €;4.987.646,93 €
2023-01-24;4.132,38 €;16.356,44 €;0,00 €;-12.224,06 €;4.975.422,87 €
2023-01-25;4.000,58 €;14.482,22 €;0,00 €;-10.481,63 €;4.964.941,24 €
2023-01-26;3.676,02 €;16.242,96 €;0,00 €;-12.566,94 €;4.952.374,30 €
2023-01-27;2.647,57 €;15.228,14 €;0,00 €;-12.580,57 €;4.939.793,74 €
2023-01-28;3.535,51 €;13.905,90 €;350.000,00 €;-360.370,39 €;4.579.423,34 €
2023-01-29;3.427,81 €;13.924,74 €;0,00 €;-10.496,93 €;4.568.926,41 €
2023-01-30;3.329,27 €;17.530,59 €;0,00 €;-14.201,32 €;4.554.725,10 €
2023-01-31;3.732,83 €;15.125,37 €;0,00 €;-11.392,54 €;4.543.332,56 €
2023-02-01;497.968,56 €;17.820,53 €;0,00 €;480.148,03 €;5.023.480,59 €
2023-02-02;503.200,71 €;14.589,55 €;0,00 €;488.611,17 €;5.512.091,75 €
2023-02-03;498.045,31 €;15.796,81 €;0,00 €;482.248,51 €;5.994.340,26 €
2023-02-04;483.239,57 €;18.949,02 €;0,00 €;464.290,56 €;6.458.630,81 €
2023-02-05;377.019,44 €;13.773,92 €;1.200.000,00 €;-836.754,48 €;5.621.876,34 €
2023-02-06;3.149,81 €;12.513,28 €;0,00 €;-9.363,47 €;5.612.512,87 €
2023-02-07;2.829,90 €;17.289,89 €;0,00 €;-14.459,98 €;5.598.052,89 €
2023-02-08;2.468,08 €;14.119,79 €;0,00 €;-11.651,71 €;5.586.401,18 €
2023-02-09;3.948,91 €;15.328,94 €;0,00 €;-11.380,03 €;5.575.021,15 €
2023-02-10;3.972,50 €;14.481,12 €;0,00 €;-10.508,63 €;5.564.512,53 €
2023-02-11;3.787,61 €;15.762,24 €;0,00 €;-11.974,63 €;5.552.537,89 €
2023-02-12;3.235,61 €;13.934,20 €;0,00 €;-10.698,59 €;5.541.839,30 €
2023-02-13;3.783,31 €;15.090,09 €;0,00 €;-11.306,78 €;5.530.532,53 €
2023-02-14;3.114,03 €;16.034,72 €;0,00 €;-12.920,70 €;5.517.611,83 €
2023-02-15;3.209,40 €;13.847,54 €;0,00 €;-10.638,14 €;5.506.973,69 €
2023-02-16;2.561,26 €;14.309,87 €;0,00 €;-11.748,61 €;5.495.225,08 €
2023-02-17;3.306,50 €;14.838,93 €;0,00 €;-11.532,43 €;5.483.692,65 €
2023-02-18;3.138,19 €;13.216,78 €;0,00 €;-10.078,58 €;5.473.614,07 €
2023-02-19;2.456,67 €;14.726,16 €;0,00 €;-12.269,48 €;5.461.344,58 €
2023-02-20;3.082,40 €;15.538,19 €;0,00 €;-12.455,79 €;5.448.888,79 €
2023-02-21;3.068,14 €;14.760,68 €;0,00 €;-11.692,54 €;5.437.196,25 €
2023-02-22;4.006,78 €;14.952,94 €;0,00 €;-10.946,15 €;5.426.250,09 €
2023-02-23;3.555,11 €;15.330,15 €;0,00 €;-11.775,04 €;5.414.475,05 €
2023-02-24;3.113,72 €;14.376,38 €;0,00 €;-11.262,66 €;5.403.212,39 €
2023-02-25;3.232,39 €;16.396,59 €;0,00 €;-13.164,20 €;5.390.048,19 €
2023-02-26;3.130,11 €;17.513,97 €;0,00 €;-14.383,86 €;5.375.664,33 €
2023-02-27;3.006,54 €;14.663,43 €;0,00 €;-11.656,89 €;5.364.007,44 €
2023-02-28;2.566,79 €;16.087,80 €;350.000,00 €;-363.521,01 €;5.000.486,43 €
2023-03-01;458.647,41 €;15.000,57 €;0,00 €;443.646,83 €;5.444.133,26 €
2023-03-02;428.895,09 €;15.908,23 €;0,00 €;412.986,86 €;5.857.120,12 €
2023-03-03;403.684,22 €;17.708,67 €;0,00 €;385.975,55 €;6.243.095,67 €
2023-03-04;491.761,09 €;16.122,99 €;0,00 €;475.638,10 €;6.718.733,77 €
2023-03-05;485.763,23 €;12.699,88 €;1.200.000,00 €;-726.936,65 €;5.991.797,13 €
2023-03-06;2.214,65 €;16.040,99 €;0,00 €;-13.826,35 €;5.977.970,78 €
2023-03-07;3.046,66 €;17.209,30 €;0,00 €;-14.162,64 €;5.963.808,14 €
2023-03-08;3.605,85 €;15.027,61 €;0,00 €;-11.421,76 €;5.952.386,39 €
2023-03-09;3.637,61 €;16.853,45 €;0,00 €;-13.215,84 €;5.939.170,55 €
2023-03-10;3.620,92 €;14.324,83 €;0,00 €;-10.703,91 €;5.928.466,64 €
2023-03-11;3.127,46 €;13.131,69 €;0,00 €;-10.004,23 €;5.918.462,41 €
2023-03-12;2.685,48 €;15.571,75 €;0,00 €;-12.886,28 €;5.905.576,13 €
2023-03-13;2.566,15 €;12.725,28 €;0,00 €;-10.159,13 €;5.895.417,00 €
2023-03-14;3.280,30 €;15.000,34 €;0,00 €;-11.720,04 €;5.883.696,95 €
2023-03-15;3.297,64 €;17.290,26 €;0,00 €;-13.992,62 €;5.869.704,33 €
2023-03-16;3.751,67 €;12.495,36 €;0,00 €;-8.743,69 €;5.860.960,64 €
2023-03-17;3.657,99 €;13.440,75 €;0,00 €;-9.782,76 €;5.851.177,88 €
2023-03-18;3.041,89 €;13.811,95 €;0,00 €;-10.770,07 €;5.840.407,81 €
2023-03-19;2.485,90 €;15.265,02 €;0,00 €;-12.779,12 €;5.827.628,69 €
2023-03-20;2.948,45 €;14.811,42 €;0,00 €;-11.862,98 €;5.815.765,71 €
2023-03-21;3.216,62 €;17.458,70 €;0,00 €;-14.242,09 €;5.801.523,62 €
2023-03-22;3.006,96 €;16.791,52 €;0,00 €;-13.784,56 €;5.787.739,06 €
2023-03-23;2.819,05 €;16.102,91 €;0,00 €;-13.283,86 €;5.774.455,20 €
2023-03-24;3.234,44 €;15.578,45 €;0,00 €;-12.344,00 €;5.762.111,20 €
2023-03-25;2.856,02 €;15.949,84 €;0,00 €;-13.093,82 €;5.749.017,37 €
2023-03-26;2.793,97 €;14.067,03 €;0,00 €;-11.273,06 €;5.737.744,31 €
2023-03-27;3.263,73 €;16.645,82 €;0,00 €;-13.382,09 €;5.724.362,22 €
2023-03-28;2.907,00 €;13.691,93 €;350.000,00 €;-360.784,93 €;5.363.577,29 €
2023-03-29;3.230,05 €;16.613,07 €;0,00 €;-13.383,01 €;5.350.194,28 €
2023-03-30;3.244,60 €;17.139,21 €;0,00 €;-13.894,61 €;5.336.299,67 €
2023-03-31;2.538,29 €;15.676,30 €;0,00 €;-13.138,01 €;5.323.161,66 €
2023-04-01;442.137,94 €;15.095,68 €;0,00 €;427.042,26 €;5.750.203,92 €
2023-04-02;538.088,85 €;15.960,46 €;0,00 €;522.128,38 €;6.272.332,30 €
2023-04-03;408.096,02 €;11.067,72 €;0,00 €;397.028,30 €;6.669.360,61 €
2023-04-04;360.367,28 €;15.813,39 €;0,00 €;344.553,89 €;7.013.914,50 €
2023-04-05;373.107,74 €;15.189,97 €;1.200.000,00 €;-842.082,23 €;6.171.832,27 €
2023-04-06;3.122,55 €;15.284,06 €;0,00 €;-12.161,50 €;6.159.670,77 €
2023-04-07;3.123,46 €;16.419,80 €;0,00 €;-13.296,34 €;6.146.374,43 €
2023-04-08;3.049,19 €;15.247,85 €;0,00 €;-12.198,65 €;6.134.175,77 €
2023-04-09;3.715,09 €;13.649,69 €;0,00 €;-9.934,59 €;6.124.241,18 €
2023-04-10;1.771,58 €;15.147,90 €;0,00 €;-13.376,31 €;6.110.864,87 €
2023-04-11;3.305,97 €;15.461,33 €;0,00 €;-12.155,37 €;6.098.709,50 €
2023-04-12;3.888,72 €;15.532,40 €;0,00 €;-11.643,68 €;6.087.065,82 €
2023-04-13;2.544,11 €;15.602,88 €;0,00 €;-13.058,77 €;6.074.007,05 €
2023-04-14;2.918,10 €;16.919,05 €;0,00 €;-14.000,96 €;6.060.006,09 €
2023-04-15;2.731,55 €;13.730,95 €;0,00 €;-10.999,39 €;6.049.006,70 €
2023-04-16;2.660,83 €;15.623,55 €;0,00 €;-12.962,72 €;6.036.043,97 €
2023-04-17;2.944,87 €;17.294,89 €;0,00 €;-14.350,03 €;6.021.693,95 €
2023-04-18;3.821,74 €;12.758,08 €;0,00 €;-8.936,34 €;6.012.757,61 €
2023-04-19;4.026,69 €;15.629,47 €;0,00 €;-11.602,78 €;6.001.154,83 €
2023-04-20;2.940,03 €;14.481,93 €;400.000,00 €;-411.541,90 €;5.589.612,93 €
2023-04-21;4.060,53 €;14.803,93 €;0,00 €;-10.743,40 €;5.578.869,53 €
2023-04-22;3.125,79 €;14.002,79 €;0,00 €;-10.877,00 €;5.567.992,52 €
2023-04-23;3.984,85 €;15.105,67 €;0,00 €;-11.120,83 €;5.556.871,70 €
2023-04-24;3.061,35 €;18.121,88 €;0,00 €;-15.060,53 €;5.541.811,16 €
2023-04-25;3.173,53 €;13.463,35 €;0,00 €;-10.289,83 €;5.531.521,34 €
2023-04-26;3.290,74 €;13.605,58 €;0,00 €;-10.314,85 €;5.521.206,49 €
2023-04-27;4.697,43 €;13.407,10 €;0,00 €;-8.709,67 €;5.512.496,82 €
2023-04-28;3.533,64 €;17.951,13 €;350.000,00 €;-364.417,48 €;5.148.079,33 €
2023-04-29;2.754,37 €;14.666,49 €;0,00 €;-11.912,12 €;5.136.167,21 €
2023-04-30;3.592,50 €;15.321,54 €;0,00 €;-11.729,04 €;5.124.438,17 €
2023-05-01;448.108,37 €;14.755,83 €;0,00 €;433.352,55 €;5.557.790,72 €
2023-05-02;441.712,49 €;13.943,37 €;0,00 €;427.769,13 €;5.985.559,84 €
2023-05-03;511.630,07 €;15.007,27 €;0,00 €;496.622,79 €;6.482.182,64 €
2023-05-04;467.754,28 €;19.047,37 €;0,00 €;448.706,91 €;6.930.889,55 €
2023-05-05;480.128,80 €;17.448,11 €;1.200.000,00 €;-737.319,31 €;6.193.570,24 €
2023-05-06;3.114,99 €;14.080,59 €;0,00 €;-10.965,60 €;6.182.604,64 €
2023-05-07;3.276,29 €;16.331,36 €;0,00 €;-13.055,07 €;6.169.549,57 €
2023-05-08;3.320,48 €;14.112,72 €;0,00 €;-10.792,23 €;6.158.757,34 €
2023-05-09;2.139,52 €;12.695,45 €;0,00 €;-10.555,93 €;6.148.201,40 €
2023-05-10;3.441,29 €;16.889,27 €;0,00 €;-13.447,98 €;6.134.753,42 €
2023-05-11;2.616,99 €;17.100,14 €;0,00 €;-14.483,15 €;6.120.270,27 €
2023-05-12;2.386,85 €;16.929,08 €;0,00 €;-14.542,23 €;6.105.728,05 €
2023-05-13;3.078,79 €;14.655,20 €;0,00 €;-11.576,41 €;6.094.151,64 €
2023-05-14;3.149,99 €;15.109,84 €;0,00 €;-11.959,85 €;6.082.191,79 €
2023-05-15;2.761,25 €;16.484,65 €;0,00 €;-13.723,40 €;6.068.468,39 €
2023-05-16;3.523,52 €;15.947,24 €;0,00 €;-12.423,73 €;6.056.044,66 €
2023-05-17;2.436,91 €;14.769,54 €;0,00 €;-12.332,63 €;6.043.712,03 €
2023-05-18;2.904,53 €;12.931,39 €;0,00 €;-10.026,86 €;6.033.685,17 €
2023-05-19;2.815,56 €;15.530,81 €;0,00 €;-12.715,25 €;6.020.969,92 €
